sample_index,gps_time,time_since_start_s,time_centered_s,strain_h1,strain_l1,strain_v1,strain_mean_h1_l1,strain_mean_h1_l1_v1,strain_abs_mean_h1_l1,strain_abs_mean_h1_l1_v1,strain_abs_diff_h1_l1,strain_abs_diff_h1_v1,strain_abs_diff_l1_v1,time_from_peak_s
88,1187006834.0214844,0.021484375,-2047.978515625,-2.977932334931508e-18,-7.7780617449364675e-19,-6.846890053208398e-19,-1.8778692547125775e-18,-1.4801425049153316e-18,1.8778692547125775e-18,1.4801425049153316e-18,2.2001261604378614e-18,2.2932433296106684e-18,9.311716917280693e-20,-297.001953125
89,1187006834.0217285,0.021728515625,-2047.978271484375,-2.9776693620600866e-18,-7.809052832441786e-19,-6.996638384499835e-19,-1.8792873226521328e-18,-1.4860794945847497e-18,1.8792873226521328e-18,1.4860794945847497e-18,2.196764078815908e-18,2.2780055236101032e-18,8.124144479419513e-20,-297.001708984375
90,1187006834.021973,0.02197265625,-2047.97802734375,-2.966931468428317e-18,-7.755472086758906e-19,-6.951737083227403e-19,-1.871239338552104e-18,-1.4792174618089828e-18,1.871239338552104e-18,1.4792174618089828e-18,2.1913842597524267e-18,2.271757760105577e-18,8.037350035315017e-20,-297.00146484375
91,1187006834.0222168,0.022216796875,-2047.977783203125,-2.9735277304040722e-18,-7.785509602548136e-19,-7.093293214628437e-19,-1.876039345329443e-18,-1.4871360040405765e-18,1.876039345329443e-18,1.4871360040405765e-18,2.1949767701492586e-18,2.264198408941229e-18,6.922163879196992e-20,-297.001220703125
92,1187006834.022461,0.0224609375,-2047.9775390625,-2.9849887159402167e-18,-7.77476173366608e-19,-6.889102283126095e-19,-1.881232444653412e-18,-1.4837917058731445e-18,1.881232444653412e-18,1.4837917058731445e-18,2.2075125425736082e-18,2.296078487627607e-18,8.856594505399849e-20,-297.0009765625
93,1187006834.022705,0.022705078125,-2047.977294921875,-2.982361798294483e-18,-7.781267272932587e-19,-7.3546625351002655e-19,-1.8802442627938708e-18,-1.4986515930325892e-18,1.8802442627938708e-18,1.4986515930325892e-18,2.2042350710012248e-18,2.246895544784457e-18,4.2660473783232124e-20,-297.000732421875
94,1187006834.0229492,0.02294921875,-2047.97705078125,-2.97601756757777e-18,-7.917669350005784e-19,-6.895963072832441e-19,-1.8838922512891743e-18,-1.4857936032871978e-18,1.8838922512891743e-18,1.4857936032871978e-18,2.184250632577192e-18,2.2864212602945262e-18,1.0217062771733434e-19,-297.00048828125
95,1187006834.0231934,0.023193359375,-2047.976806640625,-2.976060379694657e-18,-7.931910655670323e-19,-7.203871848348418e-19,-1.884625722630845e-18,-1.496546210032177e-18,1.884625722630845e-18,1.496546210032177e-18,2.1828693141276244e-18,2.255673194859815e-18,7.28038807321905e-20,-297.000244140625
96,1187006834.0234375,0.0234375,-2047.9765625,-2.9855382518754e-18,-7.9667702528877965e-19,-6.988849787853009e-19,-1.8911076385820896e-18,-1.4937000853164933e-18,1.8911076385820896e-18,1.4937000853164933e-18,2.1888612265866207e-18,2.286653273090099e-18,9.779204650347867e-20,-297.0
97,1187006834.0236816,0.023681640625,-2047.976318359375,-2.9904643140898523e-18,-8.033919209213302e-19,-7.2019563185268595e-19,-1.8969281175055913e-18,-1.5046839556212894e-18,1.8969281175055913e-18,1.5046839556212894e-18,2.1870723931685216e-18,2.270268682237166e-18,8.319628906864435e-20,-296.999755859375
98,1187006834.0239258,0.02392578125,-2047.97607421875,-2.9806578441044427e-18,-7.970079262943994e-19,-6.775697660591355e-19,-1.888832885199421e-18,-1.4850785121526594e-18,1.888832885199421e-18,1.4850785121526594e-18,2.1836499178100432e-18,2.303088078045307e-18,1.1943816023526388e-19,-296.99951171875
99,1187006834.02417,0.024169921875,-2047.975830078125,-2.979011864220189e-18,-7.980012362736361e-19,-6.968483771866908e-19,-1.8885065502469124e-18,-1.4912871592268385e-18,1.8885065502469124e-18,1.4912871592268385e-18,2.1810106279465532e-18,2.282163487033498e-18,1.0115285908694528e-19,-296.999267578125
100,1187006834.024414,0.0244140625,-2047.9755859375,-2.992554212990511e-18,-7.974148765582292e-19,-7.094855703109434e-19,-1.89498454477437e-18,-1.499818219953228e-18,1.89498454477437e-18,1.499818219953228e-18,2.195139336432282e-18,2.283068642679568e-18,8.792930624728583e-20,-296.9990234375
101,1187006834.0246582,0.024658203125,-2047.975341796875,-2.993672721136981e-18,-7.947351298469276e-19,-6.77100489129419e-19,-1.894203925491954e-18,-1.4885027800377756e-18,1.894203925491954e-18,1.4885027800377756e-18,2.198937591290053e-18,2.3165722320075616e-18,1.176346407175086e-19,-296.998779296875
102,1187006834.0249023,0.02490234375,-2047.97509765625,-2.983490204303114e-18,-8.078523806035603e-19,-6.944349840792341e-19,-1.895671292453337e-18,-1.4952591896619696e-18,1.895671292453337e-18,1.4952591896619696e-18,2.1756378236995537e-18,2.28905522022388e-18,1.1341739652432604e-19,-296.99853515625
103,1187006834.0251465,0.025146484375,-2047.974853515625,-2.983632537901577e-18,-8.128646866725287e-19,-6.848301549892695e-19,-1.8982486122870528e-18,-1.4937757931877917e-18,1.8982486122870528e-18,1.4937757931877917e-18,2.1707678512290484e-18,2.2988023829123082e-18,1.2803453168325937e-19,-296.998291015625
104,1187006834.0253906,0.025390625,-2047.974609375,-2.990969318262438e-18,-8.1458614037869815e-19,-7.029007015073821e-19,-1.902777729320568e-18,-1.502818720049506e-18,1.902777729320568e-18,1.502818720049506e-18,2.17638317788374e-18,2.288068616755056e-18,1.1168543887131608e-19,-296.998046875
105,1187006834.0256348,0.025634765625,-2047.974365234375,-2.9955660378467614e-18,-8.235209573664241e-19,-6.592258485954524e-19,-1.909543497606593e-18,-1.4927709479362125e-18,1.909543497606593e-18,1.4927709479362125e-18,2.1720450804803376e-18,2.3363401892513093e-18,1.6429510877097157e-19,-296.997802734375
106,1187006834.025879,0.02587890625,-2047.97412109375,-2.9872764553795013e-18,-8.176782032080267e-19,-7.030412499023006e-19,-1.902477329293764e-18,-1.502665302829943e-18,1.902477329293764e-18,1.502665302829943e-18,2.1695982521714745e-18,2.2842352054772008e-18,1.1463695330572622e-19,-296.99755859375
107,1187006834.026123,0.026123046875,-2047.973876953125,-2.9777676908702244e-18,-8.160638230889009e-19,-6.7586611705930665e-19,-1.8969157569795627e-18,-1.4898992103394774e-18,1.8969157569795627e-18,1.4898992103394774e-18,2.161703867781324e-18,2.3019015738109178e-18,1.4019770602959425e-19,-296.997314453125
108,1187006834.0263672,0.0263671875,-2047.9736328125,-2.9898237511896096e-18,-8.188845655967746e-19,-6.968773936436203e-19,-1.9043541583931923e-18,-1.5018619034766682e-18,1.9043541583931923e-18,1.5018619034766682e-18,2.170939185592835e-18,2.2929463575459893e-18,1.2200717195315447e-19,-296.9970703125
109,1187006834.026611,0.026611328125,-2047.973388671875,-2.996801131187538e-18,-8.128661545357685e-19,-6.63421062972354e-19,-1.9048336428616533e-18,-1.49102944956522e-18,1.9048336428616533e-18,1.49102944956522e-18,2.1839349766517697e-18,2.3333800682151844e-18,1.4944509156341464e-19,-296.996826171875
110,1187006834.0268557,0.02685546875,-2047.97314453125,-2.986069130458612e-18,-8.24380142839692e-19,-6.856269195962173e-19,-1.905224636649152e-18,-1.4986920642981737e-18,1.905224636649152e-18,1.4986920642981737e-18,2.1616889876189203e-18,2.3004422108623948e-18,1.3875322324347454e-19,-296.99658203125
111,1187006834.0270996,0.027099609375,-2047.972900390625,-2.9829205055693446e-18,-8.308643124414665e-19,-6.684453251653103e-19,-1.9068924090054054e-18,-1.4940767143920405e-18,1.9068924090054054e-18,1.4940767143920405e-18,2.1520561931278778e-18,2.314475180404034e-18,1.624189872761562e-19,-296.996337890625
112,1187006834.0273438,0.02734375,-2047.97265625,-2.987598169858317e-18,-8.284848074537343e-19,-6.408524136968117e-19,-1.9080414886560257e-18,-1.4856451303362877e-18,1.9080414886560257e-18,1.4856451303362877e-18,2.1591133624045828e-18,2.3467457561615056e-18,1.8763239375692262e-19,-296.99609375
113,1187006834.027588,0.027587890625,-2047.972412109375,-2.9941405596147767e-18,-8.39640591710915e-19,-6.511109979187959e-19,-1.9168905756628463e-18,-1.4949640497481625e-18,1.9168905756628463e-18,1.4949640497481625e-18,2.1544999679038613e-18,2.343029561695981e-18,1.885295937921193e-19,-296.995849609375
114,1187006834.027832,0.02783203125,-2047.97216796875,-2.990822926885828e-18,-8.333525474570157e-19,-6.3611609620633945e-19,-1.9120877371714217e-18,-1.4867638568497276e-18,1.9120877371714217e-18,1.4867638568497276e-18,2.157470379428812e-18,2.3547068306794884e-18,1.9723645125067626e-19,-296.99560546875
115,1187006834.0280762,0.028076171875,-2047.971923828125,-2.976841093167977e-18,-8.307935910444885e-19,-6.479981646519333e-19,-1.9038173421062332e-18,-1.4852109496214666e-18,1.9038173421062332e-18,1.4852109496214666e-18,2.146047502123489e-18,2.328842928516044e-18,1.8279542639255528e-19,-296.995361328125
116,1187006834.0283203,0.0283203125,-2047.9716796875,-2.9825955350012712e-18,-8.371086185233845e-19,-6.125162763956593e-19,-1.909852076762328e-18,-1.4774068099734385e-18,1.909852076762328e-18,1.4774068099734385e-18,2.1454869164778865e-18,2.3700792586056123e-18,2.2459234212772524e-19,-296.9951171875
117,1187006834.0285645,0.028564453125,-2047.971435546875,-2.99484769725203e-18,-8.281848674675764e-19,-6.388617890505298e-19,-1.911516282359803e-18,-1.4872981179233785e-18,1.911516282359803e-18,1.4872981179233785e-18,2.166662829784453e-18,2.3559859082015e-18,1.8932307841704672e-19,-296.994873046875
118,1187006834.0288086,0.02880859375,-2047.97119140625,-2.983718057494736e-18,-8.38915922762034e-19,-6.033749051122142e-19,-1.911316990128385e-18,-1.475336295122995e-18,1.911316990128385e-18,1.475336295122995e-18,2.1448021347327022e-18,2.3803431523825217e-18,2.3554101764981985e-19,-296.99462890625
119,1187006834.0290527,0.029052734375,-2047.970947265625,-2.972992607755205e-18,-8.472113575537952e-19,-6.292539333715104e-19,-1.9101019826545e-18,-1.4831526328935036e-18,1.9101019826545e-18,1.4831526328935036e-18,2.1257812502014097e-18,2.3437386743836952e-18,2.1795742418228495e-19,-296.994384765625
120,1187006834.0292969,0.029296875,-2047.970703125,-2.9781958789854042e-18,-8.4251049891075885e-19,-5.924765257831046e-19,-1.9103531889480816e-18,-1.4710609678930894e-18,1.9103531889480816e-18,1.4710609678930894e-18,2.1356853800746453e-18,2.3857193532022998e-18,2.500339731276541e-19,-296.994140625
121,1187006834.029541,0.029541015625,-2047.970458984375,-2.9854179092064975e-18,-8.543389363538084e-19,-6.189185066441322e-19,-1.919878422780153e-18,-1.4862251174014794e-18,1.919878422780153e-18,1.4862251174014794e-18,2.131078972852689e-18,2.3664994025623653e-18,2.354204297096762e-19,-296.993896484375
122,1187006834.0297852,0.02978515625,-2047.97021484375,-2.9823596722175255e-18,-8.511706500081287e-19,-5.950441551979711e-19,-1.9167651611128277e-18,-1.476191492474542e-18,1.9167651611128277e-18,1.476191492474542e-18,2.1311890222093968e-18,2.3873155170195544e-18,2.561264948101576e-19,-296.99365234375
123,1187006834.0300293,0.030029296875,-2047.969970703125,-2.9693107093537965e-18,-8.4423132180785825e-19,-5.840144034323779e-19,-1.9067710155808272e-18,-1.4658521448646777e-18,1.9067710155808272e-18,1.4658521448646777e-18,2.125079387545938e-18,2.3852963059214188e-18,2.6021691837548054e-19,-296.993408203125
124,1187006834.0302734,0.0302734375,-2047.9697265625,-2.9707853653107174e-18,-8.496011362200363e-19,-5.670275869353175e-19,-1.9101932507653768e-18,-1.4624713628220237e-18,1.9101932507653768e-18,1.4624713628220237e-18,2.121184229090681e-18,2.4037577783754e-18,2.8257354928471866e-19,-296.9931640625
125,1187006834.0305176,0.030517578125,-2047.969482421875,-2.9833300112184188e-18,-8.4099228051583575e-19,-5.577733083485982e-19,-1.9121611458671278e-18,-1.460698533360951e-18,1.9121611458671278e-18,1.460698533360951e-18,2.142337730702583e-18,2.425556702869821e-18,2.8321897216723773e-19,-296.992919921875
126,1187006834.0307617,0.03076171875,-2047.96923828125,-2.976510840208781e-18,-8.456908328302507e-19,-5.690549961630408e-19,-1.911100836519516e-18,-1.4637522230673578e-18,1.911100836519516e-18,1.4637522230673578e-18,2.1308200073785297e-18,2.4074558440457404e-18,2.7663583666721006e-19,-296.99267578125
127,1187006834.031006,0.031005859375,-2047.968994140625,-2.963969841016213e-18,-8.598016526971256e-19,-5.237988308223132e-19,-1.911885746856669e-18,-1.4491901081785505e-18,1.911885746856669e-18,1.4491901081785505e-18,2.104168188319088e-18,2.4401710101939e-18,3.3600282187481227e-19,-296.992431640625
128,1187006834.03125,0.03125,-2047.96875,-2.965071013223364e-18,-8.557497051644428e-19,-5.449140129946704e-19,-1.9104103591939037e-18,-1.4552449104608257e-18,1.9104103591939037e-18,1.4552449104608257e-18,2.109321308058921e-18,2.4201570002286936e-18,3.108356921697724e-19,-296.9921875
129,1187006834.031494,0.031494140625,-2047.968505859375,-2.9715713211116774e-18,-8.621219824405899e-19,-5.108787261445687e-19,-1.9168466517761338e-18,-1.4481906765656122e-18,1.9168466517761338e-18,1.4481906765656122e-18,2.1094493386710872e-18,2.4606925949671088e-18,3.512432562960213e-19,-296.991943359375
130,1187006834.0317383,0.03173828125,-2047.96826171875,-2.971095457277097e-18,-8.661595674007232e-19,-5.399810148669176e-19,-1.91862751233891e-18,-1.4590786798482462e-18,1.91862751233891e-18,1.4590786798482462e-18,2.1049358898763743e-18,2.43111444241018e-18,3.2617855253380564e-19,-296.99169921875
131,1187006834.0319824,0.031982421875,-2047.968017578125,-2.9575524301782572e-18,-8.560217772850635e-19,-4.811792294893067e-19,-1.9067871037316602e-18,-1.4315844789842093e-18,1.9067871037316602e-18,1.4315844789842093e-18,2.101530652893193e-18,2.4763732006889497e-18,3.748425477957567e-19,-296.991455078125
132,1187006834.0322266,0.0322265625,-2047.9677734375,-2.9516940941882692e-18,-8.595281130808197e-19,-5.076735149489242e-19,-1.9056111036345446e-18,-1.4396319074060041e-18,1.9056111036345446e-18,1.4396319074060041e-18,2.092165981107449e-18,2.4440205792393452e-18,3.5185459813189536e-19,-296.9912109375
133,1187006834.0324707,0.032470703125,-2047.967529296875,-2.963510943447361e-18,-8.5637735847128595e-19,-4.953575366192295e-19,-1.909944150959324e-18,-1.4384152795126254e-18,1.909944150959324e-18,1.4384152795126254e-18,2.107133584976075e-18,2.468153406828132e-18,3.6101982185205663e-19,-296.990966796875
134,1187006834.0327148,0.03271484375,-2047.96728515625,-2.9637334009494485e-18,-8.53222379100424e-19,-5.004612498114871e-19,-1.908477890024936e-18,-1.4391390099537868e-18,1.908477890024936e-18,1.4391390099537868e-18,2.1105110218490243e-18,2.4632721511379614e-18,3.5276112928893695e-19,-296.99072265625
135,1187006834.032959,0.032958984375,-2047.967041015625,-2.9474480841490957e-18,-8.672053624750442e-19,-4.812574784641057e-19,-1.9073267233120697e-18,-1.4319703083627484e-18,1.9073267233120697e-18,1.4319703083627484e-18,2.0802427216740512e-18,2.4661906056849897e-18,3.859478840109385e-19,-296.990478515625
136,1187006834.0332031,0.033203125,-2047.966796875,-2.94482692698366e-18,-8.6446965936224235e-19,-4.7820618752368735e-19,-1.9046482931729512e-18,-1.4291675912898636e-18,1.9046482931729512e-18,1.4291675912898636e-18,2.080357267621417e-18,2.466620739459973e-18,3.862634718385549e-19,-296.990234375
137,1187006834.0334473,0.033447265625,-2047.966552734375,-2.953142717703124e-18,-8.665106323359321e-19,-4.804224851006797e-19,-1.909826675019528e-18,-1.433358611713245e-18,1.909826675019528e-18,1.433358611713245e-18,2.086632085367192e-18,2.4727202326024447e-18,3.8608814723525263e-19,-296.989990234375
138,1187006834.0336914,0.03369140625,-2047.96630859375,-2.9529189683036145e-18,-8.762011522646457e-19,-4.284606252606456e-19,-1.9145600602841307e-18,-1.4191935819429691e-18,1.9145600602841307e-18,1.4191935819429691e-18,2.0767178160389692e-18,2.524458343042969e-18,4.477405270040001e-19,-296.98974609375
139,1187006834.0339355,0.033935546875,-2047.966064453125,-2.942991759841565e-18,-8.633965577349045e-19,-4.478645409866875e-19,-1.9031941587882345e-18,-1.4180842861877188e-18,1.9031941587882345e-18,1.4180842861877188e-18,2.079595202106661e-18,2.495127218854877e-18,4.155320167482169e-19,-296.989501953125
140,1187006834.0341797,0.0341796875,-2047.9658203125,-2.931172941593389e-18,-8.642268821356266e-19,-4.137788718947525e-19,-1.897699911864508e-18,-1.4030595652079225e-18,1.897699911864508e-18,1.4030595652079225e-18,2.0669460594577626e-18,2.5173940696986367e-18,4.50448010240874e-19,-296.9892578125
141,1187006834.0344238,0.034423828125,-2047.965576171875,-2.9394832413390304e-18,-8.667323430206903e-19,-4.2915382153299803e-19,-1.9031077921798606e-18,-1.4117898019642397e-18,1.9031077921798606e-18,1.4117898019642397e-18,2.0727508983183402e-18,2.5103294198060327e-18,4.375785214876922e-19,-296.989013671875
142,1187006834.034668,0.03466796875,-2047.96533203125,-2.9463200120098866e-18,-8.59246442903151e-19,-3.886477555085977e-19,-1.9027832274565186e-18,-1.3980714034738785e-18,1.9027832274565186e-18,1.3980714034738785e-18,2.087073569106736e-18,2.5576722565012892e-18,4.705986873945532e-19,-296.98876953125
143,1187006834.034912,0.034912109375,-2047.965087890625,-2.9277560390247362e-18,-8.713920209515951e-19,-4.1522872616198304e-19,-1.8995740299881662e-18,-1.4047922620461051e-18,1.8995740299881662e-18,1.4047922620461051e-18,2.056364018073141e-18,2.5125273128627533e-18,4.561632947896121e-19,-296.988525390625
144,1187006834.0351562,0.03515625,-2047.96484375,-2.917904130647237e-18,-8.738617638832958e-19,-3.9010917722437767e-19,-1.8958829472652666e-18,-1.3939583572516369e-18,1.8958829472652666e-18,1.3939583572516369e-18,2.044042366763941e-18,2.52779495342286e-18,4.837525866589181e-19,-296.98828125
145,1187006834.0354004,0.035400390625,-2047.964599609375,-2.925625281667697e-18,-8.712803878828594e-19,-3.9442689000691933e-19,-1.8984528347752784e-18,-1.3971108531858252e-18,1.8984528347752784e-18,1.3971108531858252e-18,2.054344893784837e-18,2.5311983916607776e-18,4.768534978759401e-19,-296.988037109375
146,1187006834.0356443,0.03564453125,-2047.96435546875,-2.929853478030176e-18,-8.801391231470907e-19,-3.638644388415551e-19,-1.904996300588633e-18,-1.3912856800062738e-18,1.904996300588633e-18,1.3912856800062738e-18,2.049714354883085e-18,2.565989039188621e-18,5.162746843055356e-19,-296.98779296875
147,1187006834.035889,0.035888671875,-2047.964111328125,-2.9191375034654204e-18,-8.719796639288616e-19,-3.8536767313673097e-19,-1.895558583697141e-18,-1.3921616135103376e-18,1.895558583697141e-18,1.3921616135103376e-18,2.047157839536559e-18,2.5337698303286896e-18,4.866119907921308e-19,-296.987548828125
148,1187006834.0361328,0.0361328125,-2047.9638671875,-2.905328964967093e-18,-8.6513651784462505e-19,-3.759230513249226e-19,-1.8852327414058592e-18,-1.3821295113788804e-18,1.8852327414058592e-18,1.3821295113788804e-18,2.040192447122468e-18,2.5294059136421706e-18,4.892134665197023e-19,-296.9873046875
